x, y
1.6961007860075636, 0.0001512187168826934
5.876285807999178, 0.00028531833374093095
6.942474046733663, 0.038478030488301944
9.012017340378026, 0.1347615553925165
11.835163662660888, 0.21095011005135728
13.949757163575722, 0.3234539822287438
14.332683925374727, 0.3652445585717779
14.77725833922806, 0.4091093992011086
15.304424799743925, 0.4324512920844542
16.945991124318812, 0.48460463030895895
17.55495927698369, 0.4989989402461889
17.770330881917083, 0.514097986467759
18.31528031898708, 0.5558714437107687
18.906465495097827, 0.59798442977093
19.582218604154892, 0.6239084535746311
20.235446609576726, 0.6354467269911143
21.32297442017617, 0.6429534523518382
22.48914250487056, 0.622479008722589
23.979751117363694, 0.572128882367327
25.429656472410702, 0.5178156843564033
27.475884307906313, 0.4542096682155376
30.53969357955511, 0.3799898100595092
33.43002003548692, 0.3251173881144534
36.05518255213376, 0.2830015488709546
38.61039869433434, 0.2444892801826037
41.6279722269424, 0.21008274231678484
45.15888101607976, 0.1726432705632999
48.19384234798519, 0.14431116002282546
53.33667916744056, 0.11368509007907393
58.9398974910196, 0.08776106627537295
62.669580440306504, 0.07411429037254422
67.78198861099146, 0.05962297220184234
72.1372371577271, 0.047417053884405314
76.38302160434063, 0.03590731230129616
80.9437623245907, 0.026611640988016626
86.82518543692774, 0.020020787478601122
91.88938198228816, 0.01693649629086166
96.06759111799597, 0.015047688921496697
99.08397911883375, 0.013601124969430178
