1.70000000e+00 3.90727124e-01
3.20000000e+00 3.27596540e-01
5.20000000e+00 4.99925970e-01
7.20000000e+00 5.85237569e-01
9.20000000e+00 3.99258284e-01
1.12000000e+01 4.08884609e-01
1.32000000e+01 6.10389957e-01
1.52000000e+01 6.93075412e-01
1.72000000e+01 5.36551950e-01
2.00000000e+01 3.67270902e-01
2.25000000e+01 3.01955193e-01
2.50000000e+01 2.54326500e-01
2.75000000e+01 2.39481461e-01
3.00000000e+01 2.33827888e-01
3.25000000e+01 2.41405945e-01
3.50000000e+01 2.42672439e-01
3.75000000e+01 2.42942537e-01
4.00000000e+01 2.35004007e-01
4.25000000e+01 2.31138756e-01
4.50000000e+01 2.24187625e-01
4.75000000e+01 2.15569683e-01
5.00000000e+01 1.97818653e-01
5.25000000e+01 1.98338437e-01
5.50000000e+01 1.91472923e-01
5.75000000e+01 1.78810945e-01
6.00000000e+01 1.67780155e-01
6.25000000e+01 1.58428342e-01
6.50000000e+01 1.46846713e-01
6.75000000e+01 1.30899074e-01
7.00000000e+01 1.30833452e-01
7.25000000e+01 1.28685263e-01
7.50000000e+01 1.22252933e-01
7.75000000e+01 1.15606450e-01
8.00000000e+01 1.10911877e-01
8.50000000e+01 1.03273781e-01
9.00000000e+01 9.27471135e-02
1.00000000e+02 9.15679298e-02
