range_id,e_min_mev,e_max_mev,n_cells,used_energies,missing_energies,dose_depth_cm,dose_at_depth_mgy_per_yr,mean_primary_penetration_cm,mean_secondary_ke_mev,mean_secondary_penetration_cm,deposited_fraction,backscatter_fraction,lateral_escape_fraction,forward_escape_fraction,escaped_electron_fraction,escaped_photon_fraction,nondeposited_escaped_electron_fraction,nondeposited_escaped_photon_fraction,nondeposited_unresolved_fraction,backscatter_electron_fraction,backscatter_photon_fraction,lateral_escape_electron_fraction,lateral_escape_photon_fraction,backscatter_flux_mev_cm2_s,lateral_escape_flux_mev_cm2_s,forward_escape_flux_mev_cm2_s,escaped_electron_flux_mev_cm2_s,escaped_photon_flux_mev_cm2_s,backscatter_electron_flux_mev_cm2_s,backscatter_photon_flux_mev_cm2_s,lateral_escape_electron_flux_mev_cm2_s,lateral_escape_photon_flux_mev_cm2_s,jde_flux_cm2_s,jde_energy_flux_model_mev_cm2_s,deflected_fraction,deflected_flux_mev_cm2_s
144,53.5946476,100,4,55,0,0.00995,2.56969083e-05,38.1330954,0.00589532387,38.1712319,0.669402492,0.00835299698,0.245903805,0,0.0052125719,0.24904423,0.015767124,0.75331551,0.230917366,0.0052125719,0.00314042509,0,0.245903805,1123.09815,33062.8766,0,700.853819,33485.1209,700.853819,422.244328,0,33062.8766,1949.84666,134569.545,0.330597508,44450.3272
145,54.3962532,100,4,53,0,0.00995,2.46779085e-05,38.4622069,0.00584007181,38.4993048,0.666486383,0.00795556574,0.248426272,0,0.00475666883,0.251625169,0.0142622927,0.754467453,0.231270255,0.00475666883,0.00319889692,0,0.248426272,1032.27534,32234.5791,0,617.202103,32649.6524,617.202103,415.073233,0,32234.5791,1862.78809,129870.144,0.333513617,43275.0972
146,55.2782217,100,4,52,0,0.00995,2.34403693e-05,38.7577688,0.00580399864,38.7961205,0.664591704,0.00771202896,0.250514202,0,0.00456897874,0.253657253,0.0136221399,0.756264098,0.230113762,0.00456897874,0.00314305022,0,0.250514202,962.289935,31258.6087,0,570.107073,31650.7916,570.107073,392.182862,0,31258.6087,1772.06956,124892.823,0.335408296,41851.5062
147,55.866538,100,4,51,0,0.00995,2.25462467e-05,38.9612859,0.00580256121,39.0002692,0.663223303,0.00768923104,0.251767452,0,0.0045714449,0.254885238,0.0135741129,0.756837515,0.229588372,0.0045714449,0.00311778614,0,0.251767452,934.66286,30603.5396,0,555.681023,30982.5215,555.681023,378.981838,0,30603.5396,1714.06602,121669.821,0.336776697,40936.8205
148,58.3453507,100,2,47,0,0.00995,1.85671446e-05,39.7707943,0.00589248736,39.8095419,0.656741231,0.00743290295,0.257459355,0,0.00436230487,0.260529953,0.0127085024,0.758989943,0.228301555,0.00436230487,0.00307059807,0,0.257459355,808.728503,28012.5706,0,474.635592,28346.6635,474.635592,334.092911,0,28012.5706,1490.6245,108918.892,0.343258769,37347.8777
149,58.8690998,100,4,47,0,0.00995,1.78452399e-05,39.9136723,0.00592776575,39.9531275,0.655134079,0.00741463626,0.258686413,0,0.00431937753,0.261781672,0.0125248025,0.759082462,0.228392735,0.00431937753,0.00309525873,0,0.258686413,787.916284,27489.3104,0,458.998631,27818.228,458.998631,328.917653,0,27489.3104,1447.25955,106380.032,0.344865921,36647.1753
150,59.0033253,100,4,46,0,0.00995,1.77663038e-05,39.9478897,0.00593283843,39.9872142,0.654702236,0.00743632353,0.25900351,0,0.0043377226,0.262102111,0.0125622667,0.759061129,0.228376604,0.0043377226,0.00309860092,0,0.25900351,785.496706,27358.4659,0,458.192386,27685.7703,458.192386,327.304321,0,27358.4659,1436.51835,105744.748,0.345297764,36473.7031
151,60.7415604,100,4,44,0,0.00995,1.61611473e-05,40.4194852,0.00598446416,40.4591421,0.650401924,0.00749683484,0.262557517,0,0.00437495986,0.265679392,0.0125142561,0.759956678,0.227529066,0.00437495986,0.00312187497,0,0.262557517,731.958281,25634.9717,0,427.152014,25939.778,427.152014,304.806267,0,25634.9717,1302.98531,97750.6779,0.349598076,34133.2325
152,63.9985295,100,4,39,0,0.00995,1.30381596e-05,41.4536436,0.00609659746,41.494128,0.643766682,0.00734696892,0.267555731,0,0.0043954682,0.270507232,0.0123387341,0.759354104,0.228307162,0.0043954682,0.00295150072,0,0.267555731,617.247439,22478.3978,0,369.280382,22726.3649,369.280382,247.967057,0,22478.3978,1084.39809,84128.9302,0.356233318,29928.5468
153,64.964377,100,4,38,0,0.00995,1.21487372e-05,41.7612688,0.00610642951,41.8025974,0.641645075,0.00737648854,0.269071266,0,0.00434933602,0.272098419,0.0121369506,0.759298674,0.228564376,0.00434933602,0.00302715252,0,0.269071266,592.220527,21602.3554,0,349.185938,21845.39,349.185938,243.034589,0,21602.3554,1026.5795,80399.9243,0.358354925,28770.4836
154,65.8420628,100,4,37,0,0.00995,1.15890965e-05,41.9608101,0.00613319557,42.0018166,0.63934691,0.00733409797,0.270693798,0,0.00433478281,0.273693113,0.0120192587,0.758881928,0.229098813,0.00433478281,0.00299931516,0,0.270693798,564.753546,20844.456,0,333.794827,21075.4147,333.794827,230.958719,0,20844.456,976.398338,77118.8588,0.36065309,27771.665
155,68.055921,100,4,34,0,0.00995,1.03856813e-05,42.4470688,0.0061143118,42.4885606,0.633198078,0.00733596877,0.27543445,0,0.00438104509,0.278389374,0.0119438989,0.758963781,0.229092321,0.00438104509,0.00295492369,0,0.27543445,507.454199,19052.7485,0,303.051961,19257.1508,303.051961,204.402238,0,19052.7485,859.404226,69288.4809,0.366801922,25372.9509
156,68.2018154,100,2,34,0,0.00995,1.03049617e-05,42.4735637,0.0061125736,42.5148682,0.632795851,0.0073642937,0.275784825,0,0.00440629519,0.278742823,0.011999579,0.759094972,0.228905449,0.00440629519,0.00295799851,0,0.275784825,505.751104,18939.8312,0,302.607249,19142.975,302.607249,203.143855,0,18939.8312,852.090512,68791.1586,0.367204149,25218.1555
157,68.9709437,100,4,33,0,0.00995,9.91082415e-06,42.6598382,0.00613933317,42.7016314,0.631205327,0.0073181223,0.277510048,0,0.00436232095,0.28046585,0.0118285899,0.760493222,0.227678188,0.00436232095,0.00295580135,0,0.277510048,483.781172,18345.4349,0,288.38118,18540.8349,288.38118,195.399992,0,18345.4349,814.636517,66222.3223,0.368794673,24380.0134
158,69.1721139,100,4,33,0,0.00995,9.81041736e-06,42.7147567,0.00614984885,42.7568176,0.630823069,0.00728798446,0.277965576,0,0.00433443934,0.280919122,0.0117408185,0.760933573,0.227325608,0.00433443934,0.00295354513,0,0.277965576,476.925049,18190.0424,0,283.645321,18383.3221,283.645321,193.279728,0,18190.0424,804.934377,65554.951,0.369176931,24158.9053
159,70.8824484,100,4,30,0,0.00995,8.75075103e-06,43.2372062,0.0062959701,43.2818148,0.627397445,0.00730618118,0.280011806,0,0.00449465714,0.28282333,0.0120628726,0.759048285,0.228888842,0.00449465714,0.00281152404,0,0.280011806,438.387289,16801.3376,0,269.689529,16970.0353,269.689529,168.69776,0,16801.3376,727.288067,60117.2873,0.372602555,22356.9906
160,74.4741068,100,4,26,0,0.00995,6.84715918e-06,44.0920016,0.00630943562,44.132986,0.620351649,0.00687583314,0.286466397,0,0.00423738342,0.289104847,0.0111613376,0.761506921,0.227331741,0.00423738342,0.00263844973,0,0.286466397,340.598448,14190.2819,0,209.901286,14320.979,209.901286,130.697163,0,14190.2819,583.199312,49650.6302,0.379648351,18806.1049
161,76.2927604,100,4,24,0,0.00995,6.04540242e-06,44.572866,0.00634932565,44.6133157,0.617739735,0.00675926411,0.289261389,0,0.00416254489,0.291858108,0.0108892953,0.763506269,0.225604436,0.00416254489,0.00259671923,0,0.289261389,301.973866,12922.9127,0,185.963997,13038.9226,185.963997,116.009869,0,12922.9127,518.716173,44790.5935,0.382260265,17077.6889
162,76.554526,100,4,24,0,0.00995,5.88738895e-06,44.6324777,0.00633979725,44.6728317,0.617388315,0.00679258406,0.289832194,0,0.00417365379,0.292451124,0.0109083281,0.76435492,0.224736752,0.00417365379,0.00261893027,0,0.289832194,298.845045,12751.3939,0,183.623161,12866.6158,183.623161,115.221884,0,12751.3939,509.806472,44110.8217,0.382611685,16833.3002
163,79.0159304,100,2,21,0,0.00995,5.27010246e-06,45.3007238,0.00638747267,45.3369762,0.612160141,0.00640059618,0.293453854,0,0.00358251896,0.296271932,0.00923710877,0.763902742,0.226860149,0.00358251896,0.00281807721,0,0.293453854,242.519648,11119.0151,0,135.742236,11225.7925,135.742236,106.777412,0,11119.0151,431.301374,38005.2059,0.387839859,14695.3164
164,79.6836942,100,4,20,0,0.00995,5.193238e-06,45.4465961,0.00643889733,45.483028,0.611066708,0.00612317119,0.294552204,0,0.00327141312,0.297403963,0.00841124478,0.764665737,0.226923019,0.00327141312,0.00285175806,0,0.294552204,222.32272,10694.7275,0,118.779868,10798.2704,118.779868,103.542852,0,10694.7275,411.35819,36423.4686,0.388933292,14121.5564
165,79.7598986,100,4,20,0,0.00995,5.18063831e-06,45.4682102,0.00644573661,45.5046977,0.610999284,0.00610254248,0.294726243,0,0.00326148988,0.297567295,0.00838427733,0.764953079,0.226662643,0.00326148988,0.0028410526,0,0.294726243,220.490879,10648.7499,0,117.840847,10751.3999,117.840847,102.650033,0,10648.7499,409.137155,36246.0271,0.389000716,14054.9796
166,79.914387,100,4,20,0,0.00995,5.15509508e-06,45.5127563,0.00645981543,45.5493583,0.610860545,0.00606009407,0.295084368,0,0.00324107048,0.297903391,0.00832881487,0.765544041,0.226127144,0.00324107048,0.00281902359,0,0.295084368,216.777204,10555.5398,0,115.937177,10656.3798,115.937177,100.840027,0,10555.5398,404.634469,35886.3012,0.389139455,13920.0088
167,81.744103,100,4,18,0,0.00995,4.71008089e-06,45.8812651,0.0064720605,45.9177785,0.608249164,0.00588853183,0.298740211,0,0.00309696493,0.301531778,0.00790544562,0.769702959,0.222391596,0.00309696493,0.0027915669,0,0.298740211,186.23156,9448.00113,0,97.945061,9536.28762,97.945061,88.2864988,0,9448.00113,353.341778,31741.1856,0.391750836,12389.5686
168,85.4181173,100,4,14,0,0.00995,3.17390757e-06,46.0530165,0.00639224227,46.0903386,0.601025562,0.00584878243,0.306999405,0,0.00340995521,0.309438233,0.00854680122,0.775584105,0.215869093,0.00340995521,0.00243882721,0,0.306999405,139.983036,7347.63334,0,81.6128637,7406.00351,81.6128637,58.3701722,0,7347.63334,261.246163,24048.7497,0.398974438,9548.93668
169,87.2478849,100,4,12,0,0.00995,2.60550806e-06,46.1753159,0.00655044212,46.2143481,0.597397889,0.00589317684,0.312557214,0,0.00353203761,0.314918354,0.00877302308,0.782207408,0.209019569,0.00353203761,0.00236113923,0,0.312557214,120.817762,6407.82791,0,72.4113479,6456.23433,72.4113479,48.4064138,0,6407.82791,220.138242,20501.2965,0.402602111,8253.86497
170,87.5568411,100,4,12,0,0.00995,2.4919966e-06,46.2689838,0.00652402113,46.3076909,0.596917417,0.00600887624,0.312833317,0,0.0036056799,0.315236513,0.00894526345,0.782064337,0.2089904,0.0036056799,0.00240319633,0,0.312833317,119.715719,6232.62387,0,71.8364874,6280.5031,71.8364874,47.8792316,0,6232.62387,213.538299,19923.1469,0.403082583,8030.67319
171,90.5905449,100,2,9,0,0.00995,1.69489099e-06,47.0954424,0.00632389196,47.1269761,0.59274986,0.00630344679,0.314246383,0,0.00377140946,0.31677842,0.00926067074,0.777847296,0.212892033,0.00377140946,0.00253203734,0,0.314246383,91.1761952,4545.41626,0,54.5515455,4582.04091,54.5515455,36.6246497,0,4545.41626,152.231769,14464.4986,0.40725014,5890.66894
172,91.0534967,100,4,9,0,0.00995,1.54094205e-06,47.2630483,0.00636889767,47.2945257,0.592032065,0.00644316871,0.315321457,0,0.00390596465,0.317858661,0.00957419521,0.779126578,0.211299227,0.00390596465,0.00253720406,0,0.315321457,88.0553519,4309.33025,0,53.3807366,4344.00487,53.3807366,34.6746153,0,4309.33025,143.431013,13666.4672,0.407967935,5575.48028
173,91.0707497,100,4,9,0,0.00995,1.5352048e-06,47.269693,0.0063706798,47.3011681,0.592003691,0.00644869184,0.315363954,0,0.00391128354,0.317901363,0.00958656598,0.779177055,0.211236379,0.00391128354,0.0025374083,0,0.315363954,87.9390467,4300.53199,0,53.3371038,4335.13393,53.3371038,34.601943,0,4300.53199,143.103034,13636.7268,0.407996309,5563.73408
174,91.3338221,100,4,8,0,0.00995,1.46581933e-06,47.3354536,0.00637977825,47.3666741,0.591626143,0.00645190199,0.315934232,0,0.00389066418,0.318495469,0.00952721168,0.779911504,0.210561284,0.00389066418,0.00256123781,0,0.315934232,85.0968856,4166.99125,0,51.3156284,4200.77251,51.3156284,33.7812572,0,4166.99125,138.198275,13189.4267,0.408373857,5386.21688
175,93.2875411,100,4,7,0,0.00995,1.18934489e-06,47.8454265,0.00632821636,47.8734325,0.589421131,0.00573808309,0.317238535,0,0.00302206526,0.319954553,0.00736049876,0.779276715,0.213362786,0.00302206526,0.00271601784,0,0.317238535,57.14731,3159.47479,0,30.0976645,3186.52444,30.0976645,27.0496455,0,3159.47479,103.193806,9959.30294,0.410578869,4089.0795
176,96.9581383,100,4,3,0,0.00995,4.9993259e-07,46.6507746,0.00658170023,46.6850995,0.574094026,0.00631428923,0.330002419,0,0.00251147212,0.333805236,0.00589677599,0.783753355,0.210349869,0.00251147212,0.00380281711,0,0.330002419,27.2420056,1423.74342,0,10.8353506,1440.15008,10.8353506,16.406655,0,1423.74342,43.8423036,4314.34223,0.425905974,1837.50419
177,98.2545283,100,4,2,0,0.00995,2.78657909e-07,47.2159543,0.00730849778,47.254891,0.574242021,0.00785095355,0.327048233,0,0.00368160334,0.331217583,0.00864717401,0.777948033,0.213404793,0.00368160334,0.00416935021,0,0.327048233,19.15218,797.824951,0,8.98116763,807.995963,8.98116763,10.1710124,0,797.824951,24.6351061,2439.47184,0.425757979,1038.6246
178,98.6363201,100,4,2,0,0.00995,1.78344209e-07,47.9505146,0.00753357617,47.9971832,0.580787846,0.00750355557,0.321683006,0,0.00430660129,0.32487996,0.0102730831,0.774977436,0.214749481,0.00430660129,0.00319695428,0,0.321683006,14.2285206,609.987258,0,8.16633725,616.049441,8.16633725,6.06218338,0,609.987258,19.1081317,1896.2372,0.419212154,794.925649
