range_id,e_min_mev,e_max_mev,n_cells,used_energies,missing_energies,dose_depth_cm,dose_at_depth_mgy_per_yr,mean_primary_penetration_cm,mean_secondary_ke_mev,mean_secondary_penetration_cm,deposited_fraction,backscatter_fraction,lateral_escape_fraction,forward_escape_fraction,escaped_electron_fraction,escaped_photon_fraction,nondeposited_escaped_electron_fraction,nondeposited_escaped_photon_fraction,nondeposited_unresolved_fraction,backscatter_electron_fraction,backscatter_photon_fraction,lateral_escape_electron_fraction,lateral_escape_photon_fraction,backscatter_flux_mev_cm2_s,lateral_escape_flux_mev_cm2_s,forward_escape_flux_mev_cm2_s,escaped_electron_flux_mev_cm2_s,escaped_photon_flux_mev_cm2_s,backscatter_electron_flux_mev_cm2_s,backscatter_photon_flux_mev_cm2_s,lateral_escape_electron_flux_mev_cm2_s,lateral_escape_photon_flux_mev_cm2_s,jde_flux_cm2_s,jde_energy_flux_model_mev_cm2_s,deflected_fraction,deflected_flux_mev_cm2_s
72,0.01,1.33987268,2,426,0,0.00995,2.86626353,0.0186850534,5.93205353e-05,0.0187124108,0.878971353,0.121028643,0,0,0.121028643,0,0.999999965,0,3.45495519e-08,0.121028643,0,0,0,3020658.58,0,0,3020658.58,0,3020658.58,0,0,0,296147097,24940519.1,0.121028647,3020658.68
73,0.01,1.671681,4,445,0,0.00995,2.88955527,0.0211526881,6.67232275e-05,0.0211845961,0.881441998,0.118557998,0,0,0.118557998,0,0.999999967,0,3.30501201e-08,0.118557998,0,0,0,3157686.19,0,0,3157686.19,0,3157686.19,0,0,0,297270054,26616412.6,0.118558002,3157686.3
74,0.01,4.20060317,4,525,0,0.00995,2.9348014,0.0307014929,9.77633608e-05,0.0307514693,0.890239409,0.109760587,0,0,0.109760587,0,0.999999971,0,2.93111861e-08,0.109760587,0,0,0,3560428.07,0,0,3560428.07,0,3560428.07,0,0,0,299606107,32420435.5,0.109760591,3560428.17
75,0.01,4.98136855,4,540,0,0.00995,2.93803308,0.0321676558,0.000102442832,0.0322194038,0.891645185,0.108354812,0,0,0.108354812,0,0.999999971,0,2.89791286e-08,0.108354812,0,0,0,3601256.15,0,0,3601256.15,0,3601256.15,0,0,0,299780987,33218081.8,0.108354815,3601256.26
76,0.01,5.93453497,4,555,0,0.00995,2.9404929,0.0335298193,0.000106675559,0.0335832228,0.892934135,0.107065862,0,0,0.107065862,0,0.999999971,0,2.87041742e-08,0.107065862,0,0,0,3635808.56,0,0,3635808.56,0,3635808.56,0,0,0,299914369,33940923.4,0.107065865,3635808.67
77,0.01,6.87731172,4,568,0,0.00995,2.94201362,0.0345606781,0.000109852685,0.0346152042,0.893929498,0.106070499,0,0,0.106070499,0,0.999999971,0,2.85243792e-08,0.106070499,0,0,0,3658783.67,0,0,3658783.67,0,3658783.67,0,0,0,299998359,34476192.4,0.106070502,3658783.77
78,0.01,7.20159534,2,572,0,0.00995,2.94246581,0.0348565925,0.000110788645,0.0349114779,0.894216096,0.105783901,0,0,0.105783901,0,0.999999972,0,2.84746561e-08,0.105783901,0,0,0,3665191.3,0,0,3665191.3,0,3665191.3,0,0,0,300020252,34630218.7,0.105783904,3665191.41
79,0.01,8.08574404,4,582,0,0.00995,2.94334771,0.0355638769,0.000112971715,0.0356196063,0.894900924,0.105099073,0,0,0.105099073,0,0.999999972,0,2.83655051e-08,0.105099073,0,0,0,3679342.13,0,0,3679342.13,0,3679342.13,0,0,0,300067558,34990628.2,0.105099076,3679342.23
80,0.01,8.57959393,4,587,0,0.00995,2.94370908,0.0359062369,0.000113985237,0.0359622609,0.895250287,0.10474971,0,0,0.10474971,0,0.999999972,0,2.83225823e-08,0.10474971,0,0,0,3684945.1,0,0,3684945.1,0,3684945.1,0,0,0,300088009,35160877.4,0.104749713,3684945.21
81,0.01,10.1282552,4,602,0,0.00995,2.94462385,0.0367618702,0.000116601425,0.036818467,0.89606845,0.103931085,4.4837889e-07,0,0.103931085,4.4837889e-07,0.999995525,4.31417496e-06,1.60451472e-07,0.103931085,0,0,4.4837889e-07,3700654.27,15.9653414,0,3700654.27,15.9653414,3700654.27,0,0,15.9653414,300134107,35589115.7,0.10393155,3700670.83
82,0.01,10.6540261,4,606,0,0.00995,2.94479777,0.0369990408,0.000117463483,0.0370556598,0.896278823,0.10370503,1.2823073e-05,0,0.103705,1.28537126e-05,0.999844035,0.000123925635,3.20390014e-05,0.103705,3.06396489e-08,0,1.2823073e-05,3704754.87,458.091009,0,3704753.77,459.185579,3704753.77,1.09456974,0,458.091009,300145387,35706271.7,0.103721177,3705331.67
83,0.01,11.7905962,4,615,0,0.00995,2.94508211,0.0374508282,0.000119637236,0.0375075591,0.896665916,0.103232214,7.85616677e-05,0,0.103231902,7.88743223e-05,0.99901115,0.00076329435,0.00022555549,0.103231902,3.12654619e-07,0,7.85616677e-05,3710290.66,2823.60137,0,3710279.42,2834.83855,3710279.42,11.2371852,0,2823.60137,300164797,35923516.4,0.103334084,3713951.97
84,0.01,12.403572,4,619,0,0.00995,2.94522456,0.0376599104,0.000120804055,0.0377167292,0.896798828,0.103033516,0.000127247134,0,0.103032603,0.000128159797,0.998366603,0.00124184439,0.000391552387,0.103032603,9.12662419e-07,0,0.000127247134,3713481.18,4586.176,0,3713448.29,4619.06971,3713448.29,32.8937112,0,4586.176,300173092,36023794.2,0.103201172,3719523.75
85,0.01,12.460853,4,620,0,0.00995,2.94523074,0.0376789818,0.00012090215,0.0377358081,0.896810746,0.103015215,0.000131620097,0,0.103014145,0.000132689887,0.998303027,0.00128588861,0.000411084242,0.103014145,1.06979011e-06,0,0.000131620097,3713736.34,4744.95283,0,3713697.77,4783.51916,3713697.77,38.5663264,0,4744.95283,300173808,36032674.1,0.103189254,3720010.53
86,0.01,12.6342881,2,621,0,0.00995,2.94525429,0.0377364273,0.000121246514,0.0377932619,0.896855115,0.102953254,0.000145105314,0,0.10295195,0.000146408862,0.998129473,0.00141944859,0.000451078718,0.10295195,1.30354858e-06,0,0.000145105314,3714206.43,5234.9107,0,3714159.4,5281.93834,3714159.4,47.0276399,0,5234.9107,300175900,36058936.7,0.103144885,3721119.86
87,0.01,14.5741015,4,633,0,0.00995,2.94550135,0.0382711912,0.000124597948,0.0383283228,0.897121114,0.102436366,0.000336288871,0,0.102431007,0.000341647895,0.995646542,0.00332087475,0.00103258329,0.102431007,5.35902439e-06,0,0.000336288871,3721148.87,12216.1787,0,3720954.19,12410.8529,3720954.19,194.674297,0,12216.1787,300194360,36308750.3,0.102878886,3737224.04
88,0.01,15.6890916,4,640,0,0.00995,2.94565044,0.0385277832,0.000126874081,0.0385850684,0.897197942,0.102188895,0.000453786371,0,0.102181436,0.000461245254,0.993962934,0.0044867317,0.00155033459,0.102181436,7.4588832e-06,0,0.000453786371,3723840.82,16536.3195,0,3723569.01,16808.1269,3723569.01,271.807361,0,16536.3195,300201927,36423065.1,0.102802058,3746184.98
89,0.01,15.9074586,4,641,0,0.00995,2.94566637,0.0385692246,0.000127362998,0.0386265288,0.897203812,0.10214564,0.000483264271,0,0.10213817,0.000490734438,0.993598804,0.00477385832,0.00162733804,0.10213817,7.47016665e-06,0,0.000483264271,3724345.23,17620.3604,0,3724072.86,17892.7311,3724072.86,272.370701,0,17620.3604,300203215,36443434.5,0.102796188,3748064.96
90,0.01,16.3533527,4,643,0,0.00995,2.94570083,0.0386571219,0.00012793771,0.0387144652,0.897226563,0.10205388,0.000533110674,0,0.102045348,0.000541642419,0.992915597,0.00527025696,0.00181414581,0.102045348,8.53174575e-06,0,0.000533110674,3725065.4,19459.0556,0,3724753.98,19770.4726,3724753.98,311.416978,0,19459.0556,300205686,36483274.7,0.102773437,3751329.91
91,0.01,16.6575377,4,645,0,0.00995,2.94572098,0.0387107343,0.00012839363,0.0387681249,0.897237382,0.101995111,0.000573209007,0,0.101986489,0.00058183075,0.992447369,0.0056618911,0.00189073948,0.101986489,8.6217426e-06,0,0.000573209007,3725558.33,20937.5094,0,3725243.41,21252.4343,3725243.41,314.924947,0,20937.5094,300207253,36509139.2,0.102762618,3753592.91
92,0.01,16.8117455,2,646,0,0.00995,2.94572661,0.0387364759,0.00012858448,0.0387938656,0.897241846,0.101967778,0.000592430925,0,0.10195906,0.000601149061,0.99222354,0.00585013487,0.00192632473,0.10195906,8.71813671e-06,0,0.000592430925,3725860.23,21647.1798,0,3725541.68,21965.7369,3725541.68,318.557093,0,21647.1798,300208016,36521891.2,0.102758154,3754740.26
93,0.01,17.9319209,4,651,0,0.00995,2.94579733,0.0389193868,0.000130435538,0.0389768786,0.89727416,0.101790348,0.000703967233,0,0.101777626,0.000716688593,0.990769471,0.00697671192,0.00225381683,0.101777626,1.272136e-05,0,0.000703967233,3728070.14,25782.7906,0,3727604.22,26248.7103,3727604.22,465.919642,0,25782.7906,300212937,36607293.5,0.10272584,3762332.54
94,0.01,18.7774588,4,655,0,0.00995,2.9458419,0.0390450021,0.000131738497,0.0391026596,0.897284293,0.101677599,0.00077887243,0,0.101663618,0.000792852619,0.98975728,0.00771890342,0.00252381652,0.101663618,1.39801887e-05,0,0.00077887243,3729757.35,28570.7492,0,3729244.53,29083.5732,3729244.53,512.823989,0,28570.7492,300216056,36664500.1,0.102715707,3767837.43
95,0.01,18.9512918,4,656,0,0.00995,2.94585038,0.039068372,0.00013199082,0.0391260604,0.897282418,0.101656517,0.00079632285,0,0.101642177,0.000810662896,0.989530469,0.00789215322,0.00257737806,0.101642177,1.4340046e-05,0,0.00079632285,3730108.99,29219.6812,0,3729582.81,29745.8642,3729582.81,526.183034,0,29219.6812,300216642,36675566.4,0.102717582,3769042.92
96,0.01,19.2150634,4,657,0,0.00995,2.94586443,0.0391034191,0.000132296676,0.0391611327,0.897274828,0.101626895,0.000825837656,0,0.101612069,0.000840663626,0.98916426,0.00818361858,0.00265212116,0.101612069,1.48259702e-05,0,0.000825837656,3730688.47,30316.2173,0,3730144.21,30860.4735,3730144.21,544.256284,0,30316.2173,300217502,36691963.8,0.102725172,3771005.85
97,0.01,19.4825062,4,658,0,0.00995,2.94587438,0.0391376527,0.000132560691,0.0391954058,0.897268109,0.101596756,0.000855066374,0,0.101581644,0.000870178291,0.988803416,0.00847038136,0.00272620302,0.101581644,1.51119178e-05,0,0.000855066374,3731222.42,31402.9989,0,3730667.42,31957.9962,3730667.42,554.997312,0,31402.9989,300218337,36708109.2,0.102731891,3772911.14
98,0.01,19.5724784,6,659,0,0.00995,2.94587707,0.0391490659,0.000132657631,0.039206833,0.897265588,0.10158599,0.000866580981,0,0.101570529,0.000882042043,0.988670953,0.00858565328,0.00274339401,0.101570529,1.5461062e-05,0,0.000866580981,3731364.45,31830.4665,0,3730796.55,32398.3683,3730796.55,567.901705,0,31830.4665,300218607,36713399.5,0.102734412,3773547.24
99,0.01,20.5900228,4,663,0,0.00995,2.94592004,0.0392686008,0.000133850419,0.0393264799,0.897239477,0.101472158,0.000977467256,0,0.101453424,0.000996201533,0.987280138,0.00969439917,0.00302546323,0.101453424,1.87342774e-05,0,0.000977467256,3732926.56,35958.765,0,3732237.37,36647.9558,3732237.37,689.190839,0,35958.765,300221428,36769999.2,0.102760523,3780322.55
100,0.01,20.7806357,4,664,0,0.00995,2.94592746,0.039290899,0.000134130524,0.0393487777,0.897241162,0.10145091,0.000991688955,0,0.101431053,0.00101154612,0.98707863,0.00984388441,0.00307748554,0.101431053,1.98571639e-05,0,0.000991688955,3733151.22,36491.7855,0,3732420.52,37222.4817,3732420.52,730.696212,0,36491.7855,300221907,36779918.6,0.102758838,3781279.84
101,0.01,20.8766029,4,664,0,0.00995,2.94593093,0.0393020521,0.000134262272,0.0393599293,0.897241411,0.101441051,0.000998752831,0,0.101420487,0.001019316,0.986978203,0.00991952117,0.00310227585,0.101420487,2.05631669e-05,0,0.000998752831,3733290.73,36756.6647,0,3732533.95,37513.4419,3732533.95,756.77726,0,36756.6647,300222145,36784870.3,0.102758589,3781779.51
102,0.01,20.9730132,14,665,0,0.00995,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
103,21.4585036,100,14,134,0,0.00995,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
104,21.5576013,100,4,134,0,0.00995,0.000272295745,21.187496,0.00354114094,21.2132554,0.795543433,0.0152563673,0.144411022,0,0.0124163504,0.147251039,0.0607285479,0.720206943,0.219064509,0.0124163504,0.00284001691,0,0.144411022,10545.6124,99820.7916,0,8582.51614,101783.888,8582.51614,1963.09626,0,99820.7916,20368.8215,691342.033,0.204456567,141325.891
105,21.6555122,100,4,133,0,0.00995,0.000270539808,21.2689895,0.00355435404,21.2945028,0.795024547,0.0151520253,0.144891087,0,0.0123152018,0.147727911,0.0600813491,0.720710254,0.219208397,0.0123152018,0.00283682355,0,0.144891087,10403.0604,99479.1587,0,8455.35728,101426.862,8455.35728,1947.7031,0,99479.1587,20153.3644,686693.931,0.204975453,140731.814
106,21.8626201,100,4,133,0,0.00995,0.000264746328,21.4226306,0.00358968643,21.4483504,0.793831548,0.0149860603,0.145895981,0,0.0121444485,0.148737592,0.0589054647,0.721437209,0.219657326,0.0121444485,0.00284161181,0,0.145895981,10144.4153,98760.4073,0,8220.86168,100683.961,8220.86168,1923.55361,0,98760.4073,19709.4769,677038.474,0.206168452,139560.255
107,22.8605859,100,6,129,0,0.00995,0.000236182509,22.1700351,0.00370423328,22.1956685,0.78770151,0.0142511011,0.151001557,0,0.0113671017,0.153885557,0.053543017,0.72485469,0.221602293,0.0113671017,0.00288399945,0,0.151001557,9022.97576,95605.4817,0,7196.99355,97431.4639,7196.99355,1825.98221,0,95605.4817,17750.8166,633257.417,0.21229849,134415.167
108,22.8890486,100,4,129,0,0.00995,0.000235455199,22.1926029,0.00370846835,22.2182627,0.787513421,0.0142352879,0.151165255,0,0.011351182,0.154049361,0.053420701,0.724983956,0.221595343,0.011351182,0.00288410583,0,0.151165255,8995.9037,95527.9649,0,7173.31054,97350.558,7173.31054,1822.59316,0,95527.9649,17698.2012,632058.987,0.212486579,134279.603
109,22.9661585,100,4,128,0,0.00995,0.000234315106,22.2483244,0.00372010402,22.2741599,0.787002904,0.0142588499,0.151578122,0,0.0113676797,0.154469292,0.0533701156,0.725217832,0.221412052,0.0113676797,0.00289117022,0,0.151578122,8965.36885,95305.9879,0,7147.52185,97123.8349,7147.52185,1817.847,0,95305.9879,17559.5222,628873.264,0.212997096,133923.672
110,23.2041279,100,4,127,0,0.00995,0.000230670026,22.4181218,0.00375633225,22.4444802,0.785365896,0.0143892339,0.152858963,0,0.0114689847,0.155779212,0.0534350531,0.725789655,0.220775292,0.0114689847,0.00292024916,0,0.152858963,8907.2565,94623.1051,0,7099.55718,96430.8044,7099.55718,1807.69932,0,94623.1051,17137.5728,619137.335,0.214634104,132863.294
111,23.6195509,100,4,126,0,0.00995,0.000217216024,22.7049045,0.00380814377,22.7312434,0.782566447,0.0145021574,0.154965365,0,0.0115210785,0.157946444,0.0529866634,0.726412469,0.220600868,0.0115210785,0.00298107895,0,0.154965365,8738.72624,93379.203,0,6942.38436,95175.5449,6942.38436,1796.34189,0,93379.203,16435.5715,602696.146,0.217433553,131021.354
112,24.3755,100,4,123,0,0.00995,0.000208450692,23.2181627,0.00390704199,23.2455747,0.777828147,0.0144539912,0.158550445,0,0.0114349664,0.16156947,0.0514690151,0.72722745,0.221303535,0.0114349664,0.00301902471,0,0.158550445,8299.89448,91044.1933,0,6566.28428,92777.8035,6566.28428,1733.6102,0,91044.1933,15253.7419,574343.559,0.222171853,127577.422
113,25.5995481,100,2,119,0,0.00995,0.000190040394,24.0645463,0.00402926531,24.0921883,0.772009946,0.0138823495,0.163429702,0,0.0109867392,0.166325313,0.048189555,0.729528811,0.222281634,0.0109867392,0.00289561025,0,0.163429702,7388.97785,86986.6052,0,5847.769,88527.8141,5847.769,1541.20886,0,86986.6052,13572.855,532372.027,0.227990054,121349.305
114,25.7082858,100,4,118,0,0.00995,0.000187314902,24.1211208,0.00404055571,24.1488045,0.771374881,0.0139184952,0.163912854,0,0.0110048833,0.166826466,0.0481350574,0.729694384,0.222170559,0.0110048833,0.00291361196,0,0.163912854,7358.95698,86663.6529,0,5818.4783,88204.1315,5818.4783,1540.47868,0,86663.6529,13434.4324,528832.87,0.228625119,120878.183
115,25.9902161,100,4,118,0,0.00995,0.000176632958,24.3355979,0.00399929814,24.3616697,0.770343947,0.0134649719,0.164887508,0,0.0105499092,0.167802571,0.045937867,0.730669053,0.22339308,0.0105499092,0.00291506266,0,0.164887508,6998.63692,85702.9492,0,5483.48595,87218.1002,5483.48595,1515.15097,0,85702.9492,13088.1698,519881.168,0.229656053,119367.448
116,26.1192377,100,4,117,0,0.00995,0.000174690608,24.4351251,0.00401951056,24.460883,0.769797703,0.0134109424,0.165417715,0,0.0104845916,0.168344066,0.0455451215,0.731287516,0.223167362,0.0104845916,0.00292635083,0,0.165417715,6916.89077,85316.6191,0,5407.58229,86825.9276,5407.58229,1509.30847,0,85316.6191,12934.9999,515879.698,0.230202297,118730.22
117,26.577975,100,4,116,0,0.00995,0.00016893155,24.7590891,0.0040571472,24.7844647,0.7672817,0.0133655683,0.167502769,0,0.0103982614,0.170470076,0.044681752,0.732516851,0.222801397,0.0103982614,0.00296730694,0,0.167502769,6706.67327,84050.7729,0,5217.71615,85539.73,5217.71615,1488.95712,0,84050.7729,12404.1615,501902.347,0.2327183,116775.102
118,27.5847937,100,4,112,0,0.00995,0.000152198702,25.4224519,0.00416936383,25.449015,0.762573185,0.0128571171,0.171421665,0,0.00992808156,0.1743507,0.0418153339,0.734334494,0.223850172,0.00992808156,0.00292903554,0,0.171421665,6081.0941,81078.1503,0,4695.73371,82463.5107,4695.73371,1385.36039,0,81078.1503,11339.8823,473089.922,0.237426815,112296.932
119,29.533752,100,4,106,0,0.00995,0.000130634276,26.6679446,0.00436836367,26.696307,0.753606755,0.0125659507,0.178585266,0,0.00965502219,0.181496194,0.0391854176,0.736611891,0.224202691,0.00965502219,0.00291092854,0,0.178585266,5320.83921,75618.9089,0,4088.25578,76851.4923,4088.25578,1232.58344,0,75618.9089,9602.87858,423548.08,0.246393245,104331.05
120,29.7169284,100,2,106,0,0.00995,0.000128550179,26.7886537,0.00438639267,26.8170805,0.75273431,0.0124244463,0.179263745,0,0.00949040624,0.182197785,0.0383814117,0.73685025,0.224768339,0.00949040624,0.00293404008,0,0.179263745,5207.98184,75142.369,0,3978.11396,76372.2368,3978.11396,1229.86788,0,75142.369,9459.32827,419287.152,0.24726569,103646.89
121,29.8608011,100,4,105,0,0.00995,0.000126918915,26.8850572,0.00440069589,26.9135421,0.75203231,0.0123175228,0.179809112,0,0.00936553523,0.182761099,0.0377691756,0.737035938,0.225194886,0.00936553523,0.00295198753,0,0.179809112,5121.99114,74769.9594,0,3894.46721,75997.4833,3894.46721,1227.52393,0,74769.9594,9346.78078,415944.656,0.24796769,103112.317
122,30.4609673,100,4,104,0,0.00995,0.000121187666,27.2344724,0.00444805892,27.2636256,0.748946669,0.012393727,0.182225383,0,0.00940147274,0.185217637,0.0374481099,0.737762117,0.224789773,0.00940147274,0.00299225422,0,0.182225383,4986.99813,73324.0008,0,3782.9724,74528.0265,3782.9724,1204.02573,0,73324.0008,8901.0788,402495.852,0.251053331,101019.048
123,31.4773793,100,4,101,0,0.00995,0.000114033914,27.8287933,0.00457383836,27.8593158,0.744356386,0.0122691142,0.185693287,0,0.00924489002,0.188717511,0.0361631957,0.73820546,0.225631344,0.00924489002,0.00302422418,0,0.185693287,4673.3483,70731.2193,0,3521.41078,71883.1569,3521.41078,1151.93752,0,70731.2193,8207.40885,381018.527,0.255643614,97375.5421
124,31.9456807,100,4,100,0,0.00995,0.000107893951,28.0982648,0.00462435337,28.1291787,0.742405517,0.0122167333,0.187098785,0,0.00916421749,0.190151301,0.0355761404,0.738180798,0.226243061,0.00916421749,0.00305251577,0,0.187098785,4538.68497,69509.7802,0,3404.63324,70643.8319,3404.63324,1134.05173,0,69509.7802,7911.10462,371628.841,0.257594483,95699.9045
125,33.4150747,100,4,96,0,0.00995,9.5353005e-05,28.9296344,0.0047465503,28.9613609,0.736432135,0.0121405767,0.192153476,0,0.00904207546,0.195251977,0.0343064412,0.740803427,0.224890132,0.00904207546,0.00309850123,0,0.192153476,4176.73826,66106.8083,0,3110.75688,67172.7896,3110.75688,1065.98138,0,66106.8083,7069.752,344146.325,0.263567865,90675.5925
126,33.5834345,100,4,95,0,0.00995,9.46203462e-05,29.0227288,0.00475665049,29.0544739,0.73572365,0.0120890816,0.192713651,0,0.00900565966,0.195797073,0.0340766764,0.740880039,0.225043284,0.00900565966,0.00308342194,0,0.192713651,4123.0648,65726.3221,0,3071.44245,66777.9444,3071.44245,1051.62236,0,65726.3221,6980.96364,341171.944,0.26427635,90133.2751
127,35.1536872,100,2,91,0,0.00995,8.70399674e-05,29.8275763,0.00491776222,29.8600458,0.728973485,0.0116813654,0.198525574,0,0.00856343857,0.201643501,0.0315963128,0.743999165,0.224404522,0.00856343857,0.00311792682,0,0.198525574,3678.09996,62509.5511,0,2696.36143,63491.2896,2696.36143,981.738532,0,62509.5511,6218.51283,314984.051,0.271026515,85337.8506
128,35.3867043,100,4,91,0,0.00995,8.61068587e-05,29.9639922,0.00494142367,29.9964714,0.728175677,0.0115869422,0.199250531,0,0.00850223652,0.202335237,0.0312784243,0.744360306,0.22436127,0.00850223652,0.00308470573,0,0.199250531,3605.98185,62008.9219,0,2645.98803,62968.9157,2645.98803,959.993812,0,62008.9219,6114.816,311325.868,0.271824323,84594.6717
129,36.2002574,100,4,89,0,0.00995,8.07524274e-05,30.4153172,0.00501732055,30.448319,0.725228121,0.0113960395,0.2014481,0,0.00831155427,0.204532586,0.0302489261,0.744372335,0.225378739,0.00831155427,0.00308448527,0,0.2014481,3405.76369,60203.7771,0,2483.94976,61125.5911,2483.94976,921.813925,0,60203.7771,5769.5708,298970.074,0.274771879,82116.957
130,36.7715827,100,4,87,0,0.00995,7.66027035e-05,30.6944103,0.00508461966,30.7283886,0.722913061,0.0112576142,0.20341847,0,0.0081575083,0.206518576,0.0294402483,0.7453205,0.225239252,0.0081575083,0.00310010594,0,0.20341847,3270.81994,59101.7932,0,2370.10616,60002.507,2370.10616,900.713784,0,59101.7932,5541.63411,290657.952,0.277086939,80505.6442
131,37.9233545,100,4,85,0,0.00995,7.01430398e-05,31.2557705,0.00516517342,31.2905236,0.717804795,0.0112306962,0.207487926,0,0.00805521395,0.210663409,0.0285448293,0.746516613,0.224938557,0.00805521395,0.00317548222,0,0.207487926,3084.82907,56992.4409,0,2212.59286,57864.6771,2212.59286,872.236212,0,56992.4409,5116.80703,274793.397,0.282195205,77512.9128
132,40.6940619,100,4,79,0,0.00995,5.89084873e-05,32.6624038,0.00531071769,32.6996571,0.707777145,0.0104544007,0.215704822,0,0.00736819282,0.21879103,0.0252142935,0.748712931,0.226072776,0.00736819282,0.00308620788,0,0.215704822,2516.27947,51918.195,0,1773.45721,52661.0173,1773.45721,742.822256,0,51918.195,4250.90701,240805.969,0.292222855,70335.3918
133,41.7983392,100,2,76,0,0.00995,5.37117154e-05,33.2151333,0.00537242556,33.2523257,0.704436513,0.010358221,0.218131691,0,0.00722079,0.221269122,0.0244305887,0.748634832,0.226934579,0.00722079,0.00313743095,0,0.218131691,2367.81316,49863.3009,0,1650.61951,50580.4946,1650.61951,717.193652,0,49863.3009,3957.58972,228707.688,0.295563487,67563.6404
134,42.0945798,100,4,76,0,0.00995,5.27602656e-05,33.3712181,0.00539018663,33.4086013,0.703502149,0.0102869979,0.218867049,0,0.00716372983,0.221990317,0.0241611526,0.748708014,0.227130834,0.00716372983,0.00312326805,0,0.218867049,2319.37639,49347.2511,0,1615.18317,50051.4443,1615.18317,704.193221,0,49347.2511,3883.036,225581.829,0.296497851,66850.4189
135,43.0119355,100,4,74,0,0.00995,4.90356745e-05,33.8189732,0.00544061513,33.8557234,0.700758698,0.0101083531,0.220956384,0,0.00698867203,0.224076065,0.0233546371,0.74881396,0.227831403,0.00698867203,0.00311968112,0,0.220956384,2184.57839,47752.2435,0,1510.36491,48426.4569,1510.36491,674.213479,0,47752.2435,3663.3097,216231.19,0.299241302,64670.8789
136,43.3149398,100,4,73,0,0.00995,4.82724401e-05,33.9578224,0.00546114129,33.9946759,0.699927415,0.0100802451,0.221564405,0,0.00694925272,0.224695397,0.0231585725,0.748803484,0.228037944,0.00694925272,0.00313099241,0,0.221564405,2148.3789,47221.4997,0,1481.07786,47888.8007,1481.07786,667.301036,0,47221.4997,3594.07804,213242.68,0.300072585,63953.7632
137,43.6018578,100,4,73,0,0.00995,4.77965679e-05,34.0813841,0.00548383648,34.1185206,0.699052693,0.0100365765,0.222274182,0,0.00688233601,0.225428423,0.0228689071,0.749062767,0.228068326,0.00688233601,0.00315424046,0,0.222274182,2111.01991,46751.5219,0,1447.5801,47414.9617,1447.5801,663.439813,0,46751.5219,3529.67916,210447.703,0.300947307,63299.0502
138,45.4089412,100,4,69,0,0.00995,4.23799099e-05,34.8285549,0.00563994361,34.8673072,0.693224811,0.00962650824,0.227155357,0,0.0064773188,0.230304546,0.0211142199,0.75072742,0.22815836,0.0064773188,0.00314918944,0,0.227155357,1864.89945,44005.7692,0,1254.82137,44615.8473,1254.82137,610.078079,0,44005.7692,3156.44003,193840.468,0.306775189,59430.1554
139,45.5387926,100,4,69,0,0.00995,4.23125764e-05,34.8883099,0.00565217703,34.9269602,0.692850022,0.00955773331,0.22746975,0,0.00642168852,0.230605795,0.0209073383,0.750792157,0.228300505,0.00642168852,0.00313604479,0,0.22746975,1840.71031,43808.0766,0,1236.74389,44412.0431,1236.74389,603.966421,0,43808.0766,3131.42495,192703.621,0.307149978,59153.5789
140,49.2420164,100,4,62,0,0.00995,3.31374481e-05,36.45568,0.00578301313,36.4966915,0.680906162,0.0087975559,0.237052234,0,0.0057467483,0.240103041,0.0180095872,0.752452766,0.229537647,0.0057467483,0.00305080761,0,0.237052234,1435.02574,38667.1095,0,937.388956,39164.7463,937.388956,497.636787,0,38667.1095,2508.45178,163231.446,0.319093838,52049.4416
141,49.5175113,100,2,62,0,0.00995,3.25534227e-05,36.5749834,0.00579980664,36.6158374,0.680129847,0.0087286984,0.237626824,0,0.00567673923,0.240678783,0.0177470113,0.752426509,0.22982648,0.00567673923,0.00305195918,0,0.237626824,1406.33838,38285.6306,0,914.617037,38777.352,914.617037,491.721347,0,38285.6306,2467.85563,161231.654,0.319870153,51536.398
142,50.0281834,100,4,61,0,0.00995,3.1738313e-05,36.7572765,0.00583720309,36.7984888,0.678691063,0.00856870756,0.238834113,0,0.00551938606,0.241883434,0.0171778168,0.752806432,0.230015751,0.00551938606,0.00304932151,0,0.238834113,1349.5932,37616.9793,0,869.317323,38097.2552,869.317323,480.275882,0,37616.9793,2395.28249,157617.571,0.321308937,50606.9736
143,51.5330378,100,4,58,0,0.00995,2.91993755e-05,37.3229002,0.00585808402,37.3640335,0.674566318,0.00829701539,0.242425363,0,0.0052622356,0.245460142,0.0161699169,0.754255494,0.229574589,0.0052622356,0.00303477978,0,0.242425363,1222.38794,35716.1973,0,775.277978,36163.3073,775.277978,447.109958,0,35716.1973,2194.92442,147443.669,0.325433682,47945.6995
