cell_id,lat_deg,lon_w_deg,hemisphere,range_id,dose_at_depth_mgy_per_yr,mean_primary_penetration_cm,mean_secondary_ke_mev,mean_secondary_penetration_cm,deposited_fraction,backscatter_fraction,lateral_escape_fraction,forward_escape_fraction,escaped_electron_fraction,escaped_photon_fraction,nondeposited_escaped_electron_fraction,nondeposited_escaped_photon_fraction,nondeposited_unresolved_fraction,backscatter_electron_fraction,backscatter_photon_fraction,lateral_escape_electron_fraction,lateral_escape_photon_fraction,backscatter_flux_mev_cm2_s,lateral_escape_flux_mev_cm2_s,forward_escape_flux_mev_cm2_s,escaped_electron_flux_mev_cm2_s,escaped_photon_flux_mev_cm2_s,backscatter_electron_flux_mev_cm2_s,backscatter_photon_flux_mev_cm2_s,lateral_escape_electron_flux_mev_cm2_s,lateral_escape_photon_flux_mev_cm2_s,jde_flux_cm2_s,jde_energy_flux_model_mev_cm2_s,deflected_fraction,deflected_flux_mev_cm2_s
439,3,234,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
440,3,246,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
441,3,258,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
442,3,270,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
443,3,282,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
444,3,294,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
445,3,306,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
446,3,318,trailing,101,2.94593093,0.0393020521,0.000134262272,0.0393599293,0.897241411,0.101441051,0.000998752831,0,0.101420487,0.001019316,0.986978203,0.00991952117,0.00310227585,0.101420487,2.05631669e-05,0,0.000998752831,3733290.73,36756.6647,0,3732533.95,37513.4419,3732533.95,756.77726,0,36756.6647,300222145,36784870.3,0.102758589,3781779.51
447,3,330,trailing,100,2.94592746,0.039290899,0.000134130524,0.0393487777,0.897241162,0.10145091,0.000991688955,0,0.101431053,0.00101154612,0.98707863,0.00984388441,0.00307748554,0.101431053,1.98571639e-05,0,0.000991688955,3733151.22,36491.7855,0,3732420.52,37222.4817,3732420.52,730.696212,0,36491.7855,300221907,36779918.6,0.102758838,3781279.84
448,3,342,trailing,99,2.94592004,0.0392686008,0.000133850419,0.0393264799,0.897239477,0.101472158,0.000977467256,0,0.101453424,0.000996201533,0.987280138,0.00969439917,0.00302546323,0.101453424,1.87342774e-05,0,0.000977467256,3732926.56,35958.765,0,3732237.37,36647.9558,3732237.37,689.190839,0,35958.765,300221428,36769999.2,0.102760523,3780322.55
449,3,354,trailing,95,2.94585038,0.039068372,0.00013199082,0.0391260604,0.897282418,0.101656517,0.00079632285,0,0.101642177,0.000810662896,0.989530469,0.00789215322,0.00257737806,0.101642177,1.4340046e-05,0,0.00079632285,3730108.99,29219.6812,0,3729582.81,29745.8642,3729582.81,526.183034,0,29219.6812,300216642,36675566.4,0.102717582,3769042.92
450,-3,6,leading,108,0.000235455199,22.1926029,0.00370846835,22.2182627,0.787513421,0.0142352879,0.151165255,0,0.011351182,0.154049361,0.053420701,0.724983956,0.221595343,0.011351182,0.00288410583,0,0.151165255,8995.9037,95527.9649,0,7173.31054,97350.558,7173.31054,1822.59316,0,95527.9649,17698.2012,632058.987,0.212486579,134279.603
451,-3,18,leading,106,0.000264746328,21.4226306,0.00358968643,21.4483504,0.793831548,0.0149860603,0.145895981,0,0.0121444485,0.148737592,0.0589054647,0.721437209,0.219657326,0.0121444485,0.00284161181,0,0.145895981,10144.4153,98760.4073,0,8220.86168,100683.961,8220.86168,1923.55361,0,98760.4073,19709.4769,677038.474,0.206168452,139560.255
452,-3,30,leading,105,0.000270539808,21.2689895,0.00355435404,21.2945028,0.795024547,0.0151520253,0.144891087,0,0.0123152018,0.147727911,0.0600813491,0.720710254,0.219208397,0.0123152018,0.00283682355,0,0.144891087,10403.0604,99479.1587,0,8455.35728,101426.862,8455.35728,1947.7031,0,99479.1587,20153.3644,686693.931,0.204975453,140731.814
453,-3,42,leading,104,0.000272295745,21.187496,0.00354114094,21.2132554,0.795543433,0.0152563673,0.144411022,0,0.0124163504,0.147251039,0.0607285479,0.720206943,0.219064509,0.0124163504,0.00284001691,0,0.144411022,10545.6124,99820.7916,0,8582.51614,101783.888,8582.51614,1963.09626,0,99820.7916,20368.8215,691342.033,0.204456567,141325.891
454,-3,54,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
455,-3,66,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
456,-3,78,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
457,-3,90,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
458,-3,102,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
459,-3,114,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
460,-3,126,leading,103,0.000273667963,21.1022003,0.00352924708,21.1283425,0.796047816,0.0153718,0.143925647,0,0.0125263808,0.146771066,0.0614182234,0.719634688,0.218947088,0.0125263808,0.00284541917,0,0.143925647,10698.2466,100167.324,0,8717.93223,102147.638,8717.93223,1980.31434,0,100167.324,20589.2005,696080.853,0.203952184,141943.738
461,-3,138,leading,104,0.000272295745,21.187496,0.00354114094,21.2132554,0.795543433,0.0152563673,0.144411022,0,0.0124163504,0.147251039,0.0607285479,0.720206943,0.219064509,0.0124163504,0.00284001691,0,0.144411022,10545.6124,99820.7916,0,8582.51614,101783.888,8582.51614,1963.09626,0,99820.7916,20368.8215,691342.033,0.204456567,141325.891
462,-3,150,leading,105,0.000270539808,21.2689895,0.00355435404,21.2945028,0.795024547,0.0151520253,0.144891087,0,0.0123152018,0.147727911,0.0600813491,0.720710254,0.219208397,0.0123152018,0.00283682355,0,0.144891087,10403.0604,99479.1587,0,8455.35728,101426.862,8455.35728,1947.7031,0,99479.1587,20153.3644,686693.931,0.204975453,140731.814
463,-3,162,leading,106,0.000264746328,21.4226306,0.00358968643,21.4483504,0.793831548,0.0149860603,0.145895981,0,0.0121444485,0.148737592,0.0589054647,0.721437209,0.219657326,0.0121444485,0.00284161181,0,0.145895981,10144.4153,98760.4073,0,8220.86168,100683.961,8220.86168,1923.55361,0,98760.4073,19709.4769,677038.474,0.206168452,139560.255
464,-3,174,leading,108,0.000235455199,22.1926029,0.00370846835,22.2182627,0.787513421,0.0142352879,0.151165255,0,0.011351182,0.154049361,0.053420701,0.724983956,0.221595343,0.011351182,0.00288410583,0,0.151165255,8995.9037,95527.9649,0,7173.31054,97350.558,7173.31054,1822.59316,0,95527.9649,17698.2012,632058.987,0.212486579,134279.603
465,-3,186,trailing,95,2.94585038,0.039068372,0.00013199082,0.0391260604,0.897282418,0.101656517,0.00079632285,0,0.101642177,0.000810662896,0.989530469,0.00789215322,0.00257737806,0.101642177,1.4340046e-05,0,0.00079632285,3730108.99,29219.6812,0,3729582.81,29745.8642,3729582.81,526.183034,0,29219.6812,300216642,36675566.4,0.102717582,3769042.92
466,-3,198,trailing,99,2.94592004,0.0392686008,0.000133850419,0.0393264799,0.897239477,0.101472158,0.000977467256,0,0.101453424,0.000996201533,0.987280138,0.00969439917,0.00302546323,0.101453424,1.87342774e-05,0,0.000977467256,3732926.56,35958.765,0,3732237.37,36647.9558,3732237.37,689.190839,0,35958.765,300221428,36769999.2,0.102760523,3780322.55
467,-3,210,trailing,100,2.94592746,0.039290899,0.000134130524,0.0393487777,0.897241162,0.10145091,0.000991688955,0,0.101431053,0.00101154612,0.98707863,0.00984388441,0.00307748554,0.101431053,1.98571639e-05,0,0.000991688955,3733151.22,36491.7855,0,3732420.52,37222.4817,3732420.52,730.696212,0,36491.7855,300221907,36779918.6,0.102758838,3781279.84
468,-3,222,trailing,101,2.94593093,0.0393020521,0.000134262272,0.0393599293,0.897241411,0.101441051,0.000998752831,0,0.101420487,0.001019316,0.986978203,0.00991952117,0.00310227585,0.101420487,2.05631669e-05,0,0.000998752831,3733290.73,36756.6647,0,3732533.95,37513.4419,3732533.95,756.77726,0,36756.6647,300222145,36784870.3,0.102758589,3781779.51
469,-3,234,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
470,-3,246,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
471,-3,258,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
472,-3,270,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
473,-3,282,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
474,-3,294,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
475,-3,306,trailing,102,2.94593267,0.0393127603,0.000134381117,0.0393706421,0.89724015,0.101430701,0.00100676542,0,0.101409885,0.00102758132,0.986862913,0.00999983283,0.00313725402,0.101409885,2.08158977e-05,0,0.00100676542,3733403.93,37056.4529,0,3732637.75,37822.6327,3732637.75,766.1798,0,37056.4529,300222378,36789741.6,0.10275985,3782326.5
476,-3,318,trailing,101,2.94593093,0.0393020521,0.000134262272,0.0393599293,0.897241411,0.101441051,0.000998752831,0,0.101420487,0.001019316,0.986978203,0.00991952117,0.00310227585,0.101420487,2.05631669e-05,0,0.000998752831,3733290.73,36756.6647,0,3732533.95,37513.4419,3732533.95,756.77726,0,36756.6647,300222145,36784870.3,0.102758589,3781779.51
477,-3,330,trailing,100,2.94592746,0.039290899,0.000134130524,0.0393487777,0.897241162,0.10145091,0.000991688955,0,0.101431053,0.00101154612,0.98707863,0.00984388441,0.00307748554,0.101431053,1.98571639e-05,0,0.000991688955,3733151.22,36491.7855,0,3732420.52,37222.4817,3732420.52,730.696212,0,36491.7855,300221907,36779918.6,0.102758838,3781279.84
478,-3,342,trailing,99,2.94592004,0.0392686008,0.000133850419,0.0393264799,0.897239477,0.101472158,0.000977467256,0,0.101453424,0.000996201533,0.987280138,0.00969439917,0.00302546323,0.101453424,1.87342774e-05,0,0.000977467256,3732926.56,35958.765,0,3732237.37,36647.9558,3732237.37,689.190839,0,35958.765,300221428,36769999.2,0.102760523,3780322.55
479,-3,354,trailing,95,2.94585038,0.039068372,0.00013199082,0.0391260604,0.897282418,0.101656517,0.00079632285,0,0.101642177,0.000810662896,0.989530469,0.00789215322,0.00257737806,0.101642177,1.4340046e-05,0,0.00079632285,3730108.99,29219.6812,0,3729582.81,29745.8642,3729582.81,526.183034,0,29219.6812,300216642,36675566.4,0.102717582,3769042.92
480,-9,6,leading,124,0.000107893951,28.0982648,0.00462435337,28.1291787,0.742405517,0.0122167333,0.187098785,0,0.00916421749,0.190151301,0.0355761404,0.738180798,0.226243061,0.00916421749,0.00305251577,0,0.187098785,4538.68497,69509.7802,0,3404.63324,70643.8319,3404.63324,1134.05173,0,69509.7802,7911.10462,371628.841,0.257594483,95699.9045
481,-9,18,leading,116,0.000174690608,24.4351251,0.00401951056,24.460883,0.769797703,0.0134109424,0.165417715,0,0.0104845916,0.168344066,0.0455451215,0.731287516,0.223167362,0.0104845916,0.00292635083,0,0.165417715,6916.89077,85316.6191,0,5407.58229,86825.9276,5407.58229,1509.30847,0,85316.6191,12934.9999,515879.698,0.230202297,118730.22
482,-9,30,leading,112,0.000208450692,23.2181627,0.00390704199,23.2455747,0.777828147,0.0144539912,0.158550445,0,0.0114349664,0.16156947,0.0514690151,0.72722745,0.221303535,0.0114349664,0.00301902471,0,0.158550445,8299.89448,91044.1933,0,6566.28428,92777.8035,6566.28428,1733.6102,0,91044.1933,15253.7419,574343.559,0.222171853,127577.422
483,-9,42,leading,111,0.000217216024,22.7049045,0.00380814377,22.7312434,0.782566447,0.0145021574,0.154965365,0,0.0115210785,0.157946444,0.0529866634,0.726412469,0.220600868,0.0115210785,0.00298107895,0,0.154965365,8738.72624,93379.203,0,6942.38436,95175.5449,6942.38436,1796.34189,0,93379.203,16435.5715,602696.146,0.217433553,131021.354
484,-9,54,leading,110,0.000230670026,22.4181218,0.00375633225,22.4444802,0.785365896,0.0143892339,0.152858963,0,0.0114689847,0.155779212,0.0534350531,0.725789655,0.220775292,0.0114689847,0.00292024916,0,0.152858963,8907.2565,94623.1051,0,7099.55718,96430.8044,7099.55718,1807.69932,0,94623.1051,17137.5728,619137.335,0.214634104,132863.294
485,-9,66,leading,109,0.000234315106,22.2483244,0.00372010402,22.2741599,0.787002904,0.0142588499,0.151578122,0,0.0113676797,0.154469292,0.0533701156,0.725217832,0.221412052,0.0113676797,0.00289117022,0,0.151578122,8965.36885,95305.9879,0,7147.52185,97123.8349,7147.52185,1817.847,0,95305.9879,17559.5222,628873.264,0.212997096,133923.672
486,-9,78,leading,107,0.000236182509,22.1700351,0.00370423328,22.1956685,0.78770151,0.0142511011,0.151001557,0,0.0113671017,0.153885557,0.053543017,0.72485469,0.221602293,0.0113671017,0.00288399945,0,0.151001557,9022.97576,95605.4817,0,7196.99355,97431.4639,7196.99355,1825.98221,0,95605.4817,17750.8166,633257.417,0.21229849,134415.167
487,-9,90,leading,107,0.000236182509,22.1700351,0.00370423328,22.1956685,0.78770151,0.0142511011,0.151001557,0,0.0113671017,0.153885557,0.053543017,0.72485469,0.221602293,0.0113671017,0.00288399945,0,0.151001557,9022.97576,95605.4817,0,7196.99355,97431.4639,7196.99355,1825.98221,0,95605.4817,17750.8166,633257.417,0.21229849,134415.167
488,-9,102,leading,107,0.000236182509,22.1700351,0.00370423328,22.1956685,0.78770151,0.0142511011,0.151001557,0,0.0113671017,0.153885557,0.053543017,0.72485469,0.221602293,0.0113671017,0.00288399945,0,0.151001557,9022.97576,95605.4817,0,7196.99355,97431.4639,7196.99355,1825.98221,0,95605.4817,17750.8166,633257.417,0.21229849,134415.167
489,-9,114,leading,109,0.000234315106,22.2483244,0.00372010402,22.2741599,0.787002904,0.0142588499,0.151578122,0,0.0113676797,0.154469292,0.0533701156,0.725217832,0.221412052,0.0113676797,0.00289117022,0,0.151578122,8965.36885,95305.9879,0,7147.52185,97123.8349,7147.52185,1817.847,0,95305.9879,17559.5222,628873.264,0.212997096,133923.672
490,-9,126,leading,110,0.000230670026,22.4181218,0.00375633225,22.4444802,0.785365896,0.0143892339,0.152858963,0,0.0114689847,0.155779212,0.0534350531,0.725789655,0.220775292,0.0114689847,0.00292024916,0,0.152858963,8907.2565,94623.1051,0,7099.55718,96430.8044,7099.55718,1807.69932,0,94623.1051,17137.5728,619137.335,0.214634104,132863.294
491,-9,138,leading,111,0.000217216024,22.7049045,0.00380814377,22.7312434,0.782566447,0.0145021574,0.154965365,0,0.0115210785,0.157946444,0.0529866634,0.726412469,0.220600868,0.0115210785,0.00298107895,0,0.154965365,8738.72624,93379.203,0,6942.38436,95175.5449,6942.38436,1796.34189,0,93379.203,16435.5715,602696.146,0.217433553,131021.354
492,-9,150,leading,112,0.000208450692,23.2181627,0.00390704199,23.2455747,0.777828147,0.0144539912,0.158550445,0,0.0114349664,0.16156947,0.0514690151,0.72722745,0.221303535,0.0114349664,0.00301902471,0,0.158550445,8299.89448,91044.1933,0,6566.28428,92777.8035,6566.28428,1733.6102,0,91044.1933,15253.7419,574343.559,0.222171853,127577.422
493,-9,162,leading,116,0.000174690608,24.4351251,0.00401951056,24.460883,0.769797703,0.0134109424,0.165417715,0,0.0104845916,0.168344066,0.0455451215,0.731287516,0.223167362,0.0104845916,0.00292635083,0,0.165417715,6916.89077,85316.6191,0,5407.58229,86825.9276,5407.58229,1509.30847,0,85316.6191,12934.9999,515879.698,0.230202297,118730.22
494,-9,174,leading,124,0.000107893951,28.0982648,0.00462435337,28.1291787,0.742405517,0.0122167333,0.187098785,0,0.00916421749,0.190151301,0.0355761404,0.738180798,0.226243061,0.00916421749,0.00305251577,0,0.187098785,4538.68497,69509.7802,0,3404.63324,70643.8319,3404.63324,1134.05173,0,69509.7802,7911.10462,371628.841,0.257594483,95699.9045
495,-9,186,trailing,81,2.94462385,0.0367618702,0.000116601425,0.036818467,0.89606845,0.103931085,4.4837889e-07,0,0.103931085,4.4837889e-07,0.999995525,4.31417496e-06,1.60451472e-07,0.103931085,0,0,4.4837889e-07,3700654.27,15.9653414,0,3700654.27,15.9653414,3700654.27,0,0,15.9653414,300134107,35589115.7,0.10393155,3700670.83
496,-9,198,trailing,89,2.94566637,0.0385692246,0.000127362998,0.0386265288,0.897203812,0.10214564,0.000483264271,0,0.10213817,0.000490734438,0.993598804,0.00477385832,0.00162733804,0.10213817,7.47016665e-06,0,0.000483264271,3724345.23,17620.3604,0,3724072.86,17892.7311,3724072.86,272.370701,0,17620.3604,300203215,36443434.5,0.102796188,3748064.96
497,-9,210,trailing,93,2.94579733,0.0389193868,0.000130435538,0.0389768786,0.89727416,0.101790348,0.000703967233,0,0.101777626,0.000716688593,0.990769471,0.00697671192,0.00225381683,0.101777626,1.272136e-05,0,0.000703967233,3728070.14,25782.7906,0,3727604.22,26248.7103,3727604.22,465.919642,0,25782.7906,300212937,36607293.5,0.10272584,3762332.54
498,-9,222,trailing,94,2.9458419,0.0390450021,0.000131738497,0.0391026596,0.897284293,0.101677599,0.00077887243,0,0.101663618,0.000792852619,0.98975728,0.00771890342,0.00252381652,0.101663618,1.39801887e-05,0,0.00077887243,3729757.35,28570.7492,0,3729244.53,29083.5732,3729244.53,512.823989,0,28570.7492,300216056,36664500.1,0.102715707,3767837.43
499,-9,234,trailing,96,2.94586443,0.0391034191,0.000132296676,0.0391611327,0.897274828,0.101626895,0.000825837656,0,0.101612069,0.000840663626,0.98916426,0.00818361858,0.00265212116,0.101612069,1.48259702e-05,0,0.000825837656,3730688.47,30316.2173,0,3730144.21,30860.4735,3730144.21,544.256284,0,30316.2173,300217502,36691963.8,0.102725172,3771005.85
500,-9,246,trailing,97,2.94587438,0.0391376527,0.000132560691,0.0391954058,0.897268109,0.101596756,0.000855066374,0,0.101581644,0.000870178291,0.988803416,0.00847038136,0.00272620302,0.101581644,1.51119178e-05,0,0.000855066374,3731222.42,31402.9989,0,3730667.42,31957.9962,3730667.42,554.997312,0,31402.9989,300218337,36708109.2,0.102731891,3772911.14
501,-9,258,trailing,98,2.94587707,0.0391490659,0.000132657631,0.039206833,0.897265588,0.10158599,0.000866580981,0,0.101570529,0.000882042043,0.988670953,0.00858565328,0.00274339401,0.101570529,1.5461062e-05,0,0.000866580981,3731364.45,31830.4665,0,3730796.55,32398.3683,3730796.55,567.901705,0,31830.4665,300218607,36713399.5,0.102734412,3773547.24
502,-9,270,trailing,98,2.94587707,0.0391490659,0.000132657631,0.039206833,0.897265588,0.10158599,0.000866580981,0,0.101570529,0.000882042043,0.988670953,0.00858565328,0.00274339401,0.101570529,1.5461062e-05,0,0.000866580981,3731364.45,31830.4665,0,3730796.55,32398.3683,3730796.55,567.901705,0,31830.4665,300218607,36713399.5,0.102734412,3773547.24
503,-9,282,trailing,98,2.94587707,0.0391490659,0.000132657631,0.039206833,0.897265588,0.10158599,0.000866580981,0,0.101570529,0.000882042043,0.988670953,0.00858565328,0.00274339401,0.101570529,1.5461062e-05,0,0.000866580981,3731364.45,31830.4665,0,3730796.55,32398.3683,3730796.55,567.901705,0,31830.4665,300218607,36713399.5,0.102734412,3773547.24
504,-9,294,trailing,97,2.94587438,0.0391376527,0.000132560691,0.0391954058,0.897268109,0.101596756,0.000855066374,0,0.101581644,0.000870178291,0.988803416,0.00847038136,0.00272620302,0.101581644,1.51119178e-05,0,0.000855066374,3731222.42,31402.9989,0,3730667.42,31957.9962,3730667.42,554.997312,0,31402.9989,300218337,36708109.2,0.102731891,3772911.14
505,-9,306,trailing,96,2.94586443,0.0391034191,0.000132296676,0.0391611327,0.897274828,0.101626895,0.000825837656,0,0.101612069,0.000840663626,0.98916426,0.00818361858,0.00265212116,0.101612069,1.48259702e-05,0,0.000825837656,3730688.47,30316.2173,0,3730144.21,30860.4735,3730144.21,544.256284,0,30316.2173,300217502,36691963.8,0.102725172,3771005.85
506,-9,318,trailing,94,2.9458419,0.0390450021,0.000131738497,0.0391026596,0.897284293,0.101677599,0.00077887243,0,0.101663618,0.000792852619,0.98975728,0.00771890342,0.00252381652,0.101663618,1.39801887e-05,0,0.00077887243,3729757.35,28570.7492,0,3729244.53,29083.5732,3729244.53,512.823989,0,28570.7492,300216056,36664500.1,0.102715707,3767837.43
507,-9,330,trailing,93,2.94579733,0.0389193868,0.000130435538,0.0389768786,0.89727416,0.101790348,0.000703967233,0,0.101777626,0.000716688593,0.990769471,0.00697671192,0.00225381683,0.101777626,1.272136e-05,0,0.000703967233,3728070.14,25782.7906,0,3727604.22,26248.7103,3727604.22,465.919642,0,25782.7906,300212937,36607293.5,0.10272584,3762332.54
508,-9,342,trailing,89,2.94566637,0.0385692246,0.000127362998,0.0386265288,0.897203812,0.10214564,0.000483264271,0,0.10213817,0.000490734438,0.993598804,0.00477385832,0.00162733804,0.10213817,7.47016665e-06,0,0.000483264271,3724345.23,17620.3604,0,3724072.86,17892.7311,3724072.86,272.370701,0,17620.3604,300203215,36443434.5,0.102796188,3748064.96
509,-9,354,trailing,81,2.94462385,0.0367618702,0.000116601425,0.036818467,0.89606845,0.103931085,4.4837889e-07,0,0.103931085,4.4837889e-07,0.999995525,4.31417496e-06,1.60451472e-07,0.103931085,0,0,4.4837889e-07,3700654.27,15.9653414,0,3700654.27,15.9653414,3700654.27,0,0,15.9653414,300134107,35589115.7,0.10393155,3700670.83
510,-15,6,leading,137,4.77965679e-05,34.0813841,0.00548383648,34.1185206,0.699052693,0.0100365765,0.222274182,0,0.00688233601,0.225428423,0.0228689071,0.749062767,0.228068326,0.00688233601,0.00315424046,0,0.222274182,2111.01991,46751.5219,0,1447.5801,47414.9617,1447.5801,663.439813,0,46751.5219,3529.67916,210447.703,0.300947307,63299.0502
511,-15,18,leading,126,9.46203462e-05,29.0227288,0.00475665049,29.0544739,0.73572365,0.0120890816,0.192713651,0,0.00900565966,0.195797073,0.0340766764,0.740880039,0.225043284,0.00900565966,0.00308342194,0,0.192713651,4123.0648,65726.3221,0,3071.44245,66777.9444,3071.44245,1051.62236,0,65726.3221,6980.96364,341171.944,0.26427635,90133.2751
512,-15,30,leading,119,0.000130634276,26.6679446,0.00436836367,26.696307,0.753606755,0.0125659507,0.178585266,0,0.00965502219,0.181496194,0.0391854176,0.736611891,0.224202691,0.00965502219,0.00291092854,0,0.178585266,5320.83921,75618.9089,0,4088.25578,76851.4923,4088.25578,1232.58344,0,75618.9089,9602.87858,423548.08,0.246393245,104331.05
