cell_id,lat_deg,lon_w_deg,hemisphere,range_id,dose_at_depth_mgy_per_yr,mean_primary_penetration_cm,mean_secondary_ke_mev,mean_secondary_penetration_cm,deposited_fraction,backscatter_fraction,lateral_escape_fraction,forward_escape_fraction,escaped_electron_fraction,escaped_photon_fraction,nondeposited_escaped_electron_fraction,nondeposited_escaped_photon_fraction,nondeposited_unresolved_fraction,backscatter_electron_fraction,backscatter_photon_fraction,lateral_escape_electron_fraction,lateral_escape_photon_fraction,backscatter_flux_mev_cm2_s,lateral_escape_flux_mev_cm2_s,forward_escape_flux_mev_cm2_s,escaped_electron_flux_mev_cm2_s,escaped_photon_flux_mev_cm2_s,backscatter_electron_flux_mev_cm2_s,backscatter_photon_flux_mev_cm2_s,lateral_escape_electron_flux_mev_cm2_s,lateral_escape_photon_flux_mev_cm2_s,jde_flux_cm2_s,jde_energy_flux_model_mev_cm2_s,deflected_fraction,deflected_flux_mev_cm2_s
0,87,6,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,87,18,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,87,30,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,87,42,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,87,54,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,87,66,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,87,78,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,87,90,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,87,102,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,87,114,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,87,126,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,87,138,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,87,150,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,87,162,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,87,174,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,87,186,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,87,198,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,87,210,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,87,222,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,87,234,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,87,246,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,87,258,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,87,270,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,87,282,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,87,294,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,87,306,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,87,318,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,87,330,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,87,342,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,87,354,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,81,6,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,81,18,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,81,30,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,81,42,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,81,54,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,81,66,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,81,78,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,81,90,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,81,102,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,81,114,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,81,126,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,81,138,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,81,150,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,81,162,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,81,174,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,81,186,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,81,198,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,81,210,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,81,222,trailing,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
49,81,234,trailing,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
50,81,246,trailing,1,0,0.000231463629,1.01108649e-05,0.000233953088,0.857517127,0.142482873,0,0,0.142482873,0,1,0,2.59960114e-14,0.142482873,0,0,0,6297.46787,0,0,6297.46787,0,6297.46787,0,0,0,4369194.06,44198.1224,0.142482873,6297.46787
51,81,258,trailing,0,0,0.000235716037,1.01239014e-05,0.000238163117,0.859387633,0.140612367,0,0,0.140612367,0,1,0,2.62472033e-14,0.140612367,0,0,0,11226.9593,0,0,11226.9593,0,11226.9593,0,0,0,7817658.77,79843.3683,0.140612367,11226.9593
52,81,270,trailing,21,0,0.000237741522,1.01295163e-05,0.000240121747,0.860522335,0.139477665,0,0,0.139477665,0,1,0,2.88099337e-14,0.139477665,0,0,0,13637.7166,0,0,13637.7166,0,13637.7166,0,0,0,9530308.42,97777.1202,0.139477665,13637.7166
53,81,282,trailing,0,0,0.000235716037,1.01239014e-05,0.000238163117,0.859387633,0.140612367,0,0,0.140612367,0,1,0,2.62472033e-14,0.140612367,0,0,0,11226.9593,0,0,11226.9593,0,11226.9593,0,0,0,7817658.77,79843.3683,0.140612367,11226.9593
54,81,294,trailing,1,0,0.000231463629,1.01108649e-05,0.000233953088,0.857517127,0.142482873,0,0,0.142482873,0,1,0,2.59960114e-14,0.142482873,0,0,0,6297.46787,0,0,6297.46787,0,6297.46787,0,0,0,4369194.06,44198.1224,0.142482873,6297.46787
55,81,306,trailing,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
56,81,318,trailing,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
57,81,330,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,81,342,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,81,354,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,75,6,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,75,18,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,75,30,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,75,42,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,75,54,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,75,66,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,75,78,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,75,90,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,75,102,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,75,114,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,75,126,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,75,138,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,75,150,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,75,162,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,75,174,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,75,186,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,75,198,trailing,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
77,75,210,trailing,8,0,0.000236746486,1.01348519e-05,0.000239140937,0.860842389,0.139157611,0,0,0.139157611,0,1,0,2.81091303e-14,0.139157611,0,0,0,12359.9333,0,0,12359.9333,0,12359.9333,0,0,0,8679791.15,88819.696,0.139157611,12359.9333
78,75,222,trailing,11,0,0.0002545636,1.02370307e-05,0.000256786134,0.857968128,0.142031872,0,0,0.142031872,0,1,0,2.99875529e-14,0.142031872,0,0,0,38578.5817,0,0,38578.5817,0,38578.5817,0,0,0,25351495.9,271619.169,0.142031872,38578.5817
79,75,234,trailing,10,0,0.000272182755,1.03536572e-05,0.000274327792,0.858679916,0.141320084,0,0,0.141320084,0,1,0,3.18943823e-14,0.141320084,0,0,0,59769.1743,0,0,59769.1743,0,59769.1743,0,0,0,38050644.6,422934.779,0.141320084,59769.1743
80,75,246,trailing,7,0,0.000285679888,1.04617119e-05,0.000287759024,0.858465798,0.141534168,0,0,0.141534168,0,0.99999976,0,2.4009643e-07,0.141534168,0,0,0,76357.9146,0,0,76357.9146,0,76357.9146,0,0,0,47225054.9,539501.568,0.141534202,76357.9329
81,75,258,trailing,4,0,0.000295589464,1.05137516e-05,0.000297596355,0.858586077,0.141413783,0,0,0.141413783,0,0.999999005,0,9.94761815e-07,0.141413783,0,0,0,87491.5251,0,0,87491.5251,0,87491.5251,0,0,0,53175638.5,618691.528,0.141413923,87491.6121
82,75,270,trailing,28,0,0.000299315915,1.05393133e-05,0.000301317168,0.858694269,0.141305597,0,0,0.141305597,0,0.999999051,0,9.49468231e-07,0.141305597,0,0,0,91665.239,0,0,91665.239,0,91665.239,0,0,0,55374631.3,648702.015,0.141305731,91665.326
83,75,282,trailing,4,0,0.000295589464,1.05137516e-05,0.000297596355,0.858586077,0.141413783,0,0,0.141413783,0,0.999999005,0,9.94761815e-07,0.141413783,0,0,0,87491.5251,0,0,87491.5251,0,87491.5251,0,0,0,53175638.5,618691.528,0.141413923,87491.6121
84,75,294,trailing,7,0,0.000285679888,1.04617119e-05,0.000287759024,0.858465798,0.141534168,0,0,0.141534168,0,0.99999976,0,2.4009643e-07,0.141534168,0,0,0,76357.9146,0,0,76357.9146,0,76357.9146,0,0,0,47225054.9,539501.568,0.141534202,76357.9329
85,75,306,trailing,10,0,0.000272182755,1.03536572e-05,0.000274327792,0.858679916,0.141320084,0,0,0.141320084,0,1,0,3.18943823e-14,0.141320084,0,0,0,59769.1743,0,0,59769.1743,0,59769.1743,0,0,0,38050644.6,422934.779,0.141320084,59769.1743
86,75,318,trailing,11,0,0.0002545636,1.02370307e-05,0.000256786134,0.857968128,0.142031872,0,0,0.142031872,0,1,0,2.99875529e-14,0.142031872,0,0,0,38578.5817,0,0,38578.5817,0,38578.5817,0,0,0,25351495.9,271619.169,0.142031872,38578.5817
87,75,330,trailing,8,0,0.000236746486,1.01348519e-05,0.000239140937,0.860842389,0.139157611,0,0,0.139157611,0,1,0,2.81091303e-14,0.139157611,0,0,0,12359.9333,0,0,12359.9333,0,12359.9333,0,0,0,8679791.15,88819.696,0.139157611,12359.9333
88,75,342,trailing,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0
89,75,354,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,69,6,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,69,18,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,69,30,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,69,42,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,69,54,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,69,66,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,69,78,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,69,90,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,69,102,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,69,114,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,69,126,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,69,138,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,69,150,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,69,162,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,69,174,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,69,186,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,69,198,trailing,12,0,0.000242806709,1.01641038e-05,0.000245108757,0.860410029,0.139589971,0,0,0.139589971,0,1,0,2.84629105e-14,0.139589971,0,0,0,21217.2427,0,0,21217.2427,0,21217.2427,0,0,0,14614680.6,151996.898,0.139589971,21217.2427
107,69,210,trailing,15,0,0.000275287307,1.03861661e-05,0.000277408753,0.858457197,0.141542803,0,0,0.141542803,0,1,0,3.28797529e-14,0.141542803,0,0,0,63952.7845,0,0,63952.7845,0,63952.7845,0,0,0,40371995.8,451826.501,0.141542803,63952.7845
108,69,222,trailing,17,0,0.000310701568,1.06107695e-05,0.000312686695,0.858973723,0.141026159,0,0,0.141026159,0,0.999999166,0,8.34236184e-07,0.141026159,0,0,0,104326.861,0,0,104326.861,0,104326.861,0,0,0,61866205.1,739769.589,0.141026277,104326.948
109,69,234,trailing,19,0,0.000342339351,1.07542366e-05,0.00034418777,0.858571779,0.141428128,0,0,0.141428128,0,0.999999343,0,6.5690824e-07,0.141428128,0,0,0,138550.954,0,0,138550.954,0,138550.954,0,0,0,77749439.3,979656.251,0.141428221,138551.045
110,69,246,trailing,18,0,0.000369297207,1.08688779e-05,0.000371041387,0.858622356,0.141377566,0,0,0.141377566,0,0.999999452,0,5.479783e-07,0.141377566,0,0,0,166092.845,0,0,166092.845,0,166092.845,0,0,0,89506976.6,1174817.44,0.141377644,166092.936
111,69,258,trailing,16,0,0.000386896354,1.09382833e-05,0.000388558168,0.858577766,0.141422164,0,0,0.141422164,0,0.999999504,0,4.96043654e-07,0.141422164,0,0,0,183482.4,0,0,183482.4,0,183482.4,0,0,0,96416804.6,1297408.91,0.141422234,183482.491
112,69,270,trailing,35,0,0.000393699172,1.09590822e-05,0.000395323651,0.858777227,0.141222706,0,0,0.141222706,0,0.99999952,0,4.80026079e-07,0.141222706,0,0,0,189604.869,0,0,189604.869,0,189604.869,0,0,0,98874605.1,1342594.55,0.141222773,189604.96
113,69,282,trailing,16,0,0.000386896354,1.09382833e-05,0.000388558168,0.858577766,0.141422164,0,0,0.141422164,0,0.999999504,0,4.96043654e-07,0.141422164,0,0,0,183482.4,0,0,183482.4,0,183482.4,0,0,0,96416804.6,1297408.91,0.141422234,183482.491
114,69,294,trailing,18,0,0.000369297207,1.08688779e-05,0.000371041387,0.858622356,0.141377566,0,0,0.141377566,0,0.999999452,0,5.479783e-07,0.141377566,0,0,0,166092.845,0,0,166092.845,0,166092.845,0,0,0,89506976.6,1174817.44,0.141377644,166092.936
115,69,306,trailing,19,0,0.000342339351,1.07542366e-05,0.00034418777,0.858571779,0.141428128,0,0,0.141428128,0,0.999999343,0,6.5690824e-07,0.141428128,0,0,0,138550.954,0,0,138550.954,0,138550.954,0,0,0,77749439.3,979656.251,0.141428221,138551.045
116,69,318,trailing,17,0,0.000310701568,1.06107695e-05,0.000312686695,0.858973723,0.141026159,0,0,0.141026159,0,0.999999166,0,8.34236184e-07,0.141026159,0,0,0,104326.861,0,0,104326.861,0,104326.861,0,0,0,61866205.1,739769.589,0.141026277,104326.948
117,69,330,trailing,15,0,0.000275287307,1.03861661e-05,0.000277408753,0.858457197,0.141542803,0,0,0.141542803,0,1,0,3.28797529e-14,0.141542803,0,0,0,63952.7845,0,0,63952.7845,0,63952.7845,0,0,0,40371995.8,451826.501,0.141542803,63952.7845
118,69,342,trailing,12,0,0.000242806709,1.01641038e-05,0.000245108757,0.860410029,0.139589971,0,0,0.139589971,0,1,0,2.84629105e-14,0.139589971,0,0,0,21217.2427,0,0,21217.2427,0,21217.2427,0,0,0,14614680.6,151996.898,0.139589971,21217.2427
119,69,354,trailing,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
120,63,6,leading,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
